strategy,model_variant,metric,mean,median,std,min,max,valid_split_count,tie_policy
chemical_system_group,dummy_median,target_treatment,,,,,,0,sort by metric ascending then material_id for deterministic metric calculation
chemical_system_group,dummy_median,precision_at_10pct,0.6634831629568472,0.6923076923076923,0.1525560020741303,0.2894736842105263,0.9090909090909091,10,sort by metric ascending then material_id for deterministic metric calculation
chemical_system_group,dummy_median,recall_at_10pct,0.6634831629568472,0.6923076923076923,0.1525560020741303,0.2894736842105263,0.9090909090909091,10,sort by metric ascending then material_id for deterministic metric calculation
chemical_system_group,dummy_median,enrichment_factor_at_10pct,6.43476718177921,6.661666666666667,1.4639049230220371,2.8490304709141276,8.677685950413222,10,sort by metric ascending then material_id for deterministic metric calculation
chemical_system_group,dummy_median,exact_zero_target_recall_at_10pct,0.3010016336872815,0.2697505197505198,0.06957229953530145,0.2413793103448276,0.4878048780487805,10,sort by metric ascending then material_id for deterministic metric calculation
chemical_system_group,dummy_median,precision_at_20pct,0.5638541553835672,0.6076923076923078,0.11572492735054794,0.32,0.7142857142857143,10,sort by metric ascending then material_id for deterministic metric calculation
chemical_system_group,dummy_median,recall_at_20pct,0.5638541553835672,0.6076923076923078,0.11572492735054794,0.32,0.7142857142857143,10,sort by metric ascending then material_id for deterministic metric calculation
chemical_system_group,dummy_median,enrichment_factor_at_20pct,2.7807197297311186,3.0024615384615387,0.5774805233921725,1.5957333333333334,3.571428571428571,10,sort by metric ascending then material_id for deterministic metric calculation
chemical_system_group,dummy_median,exact_zero_target_recall_at_20pct,0.44623756514928037,0.46256684491978606,0.0777185462030381,0.3181818181818182,0.5769230769230769,10,sort by metric ascending then material_id for deterministic metric calculation
chemical_system_group,histogram_gradient_boosting_log1p,target_treatment,,,,,,0,sort by metric ascending then material_id for deterministic metric calculation
chemical_system_group,histogram_gradient_boosting_log1p,precision_at_10pct,0.1752453078768868,0.17692307692307693,0.11664838613964465,0.0,0.45454545454545453,10,sort by metric ascending then material_id for deterministic metric calculation
chemical_system_group,histogram_gradient_boosting_log1p,recall_at_10pct,0.1752453078768868,0.17692307692307693,0.11664838613964465,0.0,0.45454545454545453,10,sort by metric ascending then material_id for deterministic metric calculation
chemical_system_group,histogram_gradient_boosting_log1p,enrichment_factor_at_10pct,1.6964316947609095,1.6918934911242607,1.122900733721619,0.0,4.338842975206611,10,sort by metric ascending then material_id for deterministic metric calculation
chemical_system_group,histogram_gradient_boosting_log1p,exact_zero_target_recall_at_10pct,0.17810994892761578,0.1786420566908372,0.08640699812590567,0.034482758620689655,0.29411764705882354,10,sort by metric ascending then material_id for deterministic metric calculation
chemical_system_group,histogram_gradient_boosting_log1p,precision_at_20pct,0.3386084099613511,0.3907563025210084,0.15323284012606914,0.05555555555555555,0.5,10,sort by metric ascending then material_id for deterministic metric calculation
chemical_system_group,histogram_gradient_boosting_log1p,recall_at_20pct,0.3386084099613511,0.3907563025210084,0.15323284012606914,0.05555555555555555,0.5,10,sort by metric ascending then material_id for deterministic metric calculation
