member_name,member_type,parsed_date,compressed_size,uncompressed_size,valid_daily_csv,inclusion_status,exclusion_reason,duplicate_date_status,schema_status,notes
2013/2013-12-03.csv,valid_daily_csv,2013-12-03,428459,4021071,True,included,,unique_date,compatible,
2013/2013-12-04.csv,valid_daily_csv,2013-12-04,429038,4021014,True,included,,unique_date,compatible,
2013/2013-12-05.csv,valid_daily_csv,2013-12-05,428688,4021148,True,included,,unique_date,compatible,
2013/2013-12-06.csv,valid_daily_csv,2013-12-06,429283,4021566,True,included,,unique_date,compatible,
2013/2013-12-07.csv,valid_daily_csv,2013-12-07,429100,4021416,True,included,,unique_date,compatible,
2013/2013-12-08.csv,valid_daily_csv,2013-12-08,429106,4021311,True,included,,unique_date,compatible,
2013/2013-12-09.csv,valid_daily_csv,2013-12-09,429109,4021777,True,included,,unique_date,compatible,
2013/2013-12-10.csv,valid_daily_csv,2013-12-10,429556,4015232,True,included,,unique_date,compatible,
2013/2013-12-11.csv,valid_daily_csv,2013-12-11,431169,4034982,True,included,,unique_date,compatible,
2013/2013-12-12.csv,valid_daily_csv,2013-12-12,430707,4034566,True,included,,unique_date,compatible,
2013/2013-12-13.csv,valid_daily_csv,2013-12-13,432540,4053790,True,included,,unique_date,compatible,
2013/2013-12-14.csv,valid_daily_csv,2013-12-14,432815,4054358,True,included,,unique_date,compatible,
2013/2013-12-15.csv,valid_daily_csv,2013-12-15,432794,4054495,True,included,,unique_date,compatible,
2013/2013-12-16.csv,valid_daily_csv,2013-12-16,433084,4054789,True,included,,unique_date,compatible,
2013/2013-12-17.csv,valid_daily_csv,2013-12-17,433360,4054570,True,included,,unique_date,compatible,
2013/2013-12-18.csv,valid_daily_csv,2013-12-18,433475,4054857,True,included,,unique_date,compatible,
2013/2013-12-19.csv,valid_daily_csv,2013-12-19,433482,4054778,True,included,,unique_date,compatible,
2013/2013-12-20.csv,valid_daily_csv,2013-12-20,442291,4145437,True,included,,unique_date,compatible,
2013/2013-12-21.csv,valid_daily_csv,2013-12-21,440566,4125237,True,included,,unique_date,compatible,
2013/2013-12-22.csv,valid_daily_csv,2013-12-22,441035,4126019,True,included,,unique_date,compatible,
2013/2013-12-23.csv,valid_daily_csv,2013-12-23,441522,4126464,True,included,,unique_date,compatible,
2013/2013-12-24.csv,valid_daily_csv,2013-12-24,441746,4125959,True,included,,unique_date,compatible,
2013/2013-12-25.csv,valid_daily_csv,2013-12-25,441292,4125878,True,included,,unique_date,compatible,
2013/2013-12-26.csv,valid_daily_csv,2013-12-26,441694,4126660,True,included,,unique_date,compatible,
2013/2013-12-27.csv,valid_daily_csv,2013-12-27,441451,4125898,True,included,,unique_date,compatible,
2013/2013-12-28.csv,valid_daily_csv,2013-12-28,442547,4126636,True,included,,unique_date,compatible,
2013/2013-12-29.csv,valid_daily_csv,2013-12-29,442050,4126575,True,included,,unique_date,compatible,
2013/2013-12-30.csv,valid_daily_csv,2013-12-30,442221,4126591,True,included,,unique_date,compatible,
2013/2013-12-31.csv,valid_daily_csv,2013-12-31,442292,4126472,True,included,,unique_date,compatible,
